Reviews	Whom	when 	Where	Occasion						
"I've been frequenting this wine bar for the past couple of months and I have yet to be disappointed. The service is impeccable and both the drink and food menu are amazing. Coupled with the fact that their Happy Hour is one of the best I've experienced. Who can beat $4 drafts, $6 wine, and $8 cocktails for 3 hours? I initially came here because it was close by, but immediately became a fan because they offer the Left Hand Milk Stout. Now if you're a fan of Guinness, this absolutely blows it out of the water, in my opinion. It's the perfect blend of smooth chocolate/coffee flavours, great for winding down after a long day's work.Their happy hour also offers $10 cheese or charcuterie plates, with 3 choices to a set and many selections available. If this isn't your thing, no need to fret. Their bites and sandwich menu is nothing to sneeze at.I'd recommend their deviled eggs as a bite, but make sure you're a fan of garlic. It's definitely worth it.As for sandwiches, I would recommend their pulled pork, which unfortunately is only seasonal and is in fact going to come off the menu by the end of this weekend, so don't miss out! If you can't make it out in time, plan B I would recommend the grilled cheese with truffle oil. All their sandwiches are served with a kale and apple salad with a light vinaigrette and kettle cooked chips.The best times to come are definitely Thursday and Friday nights. Thursday has $1 raw oysters and Friday nights are always bustling, especially if the Barclay's Center has something going on. If you're in the area, Wolf and Deer is definitely not a place to be missed."	0	1	0	0						
"I love this place. The drinks are always on point and the bartenders are awesome! It's one of those places I don't mind going to alone. The atmosphere is dark, relaxed and cozy. The food is great too and they chef it up all the way until close. Attracts a chill crowd, never anyone too obnoxious... hopefully that doesn't change. My favorite local bar :)"	0	0	0	0						
"So pretty, so relaxing and chill, might just stay a while.Get a drink at the circular bar and surround yourself in books, wine glasses, and other patrons. Definitely not a place to get rowdy with a bunch of friends, but the perfect place to go with a date or a friend or two to catch up. Happy Hour daily ($6-8 depending on wine or cocktails) and charcuterie/ snack items, so go!"	0	1	0	1						
"Kunik cheese = da bomb diggity We came here for happy hour and I really dug the intimate, friendly vibe. In my opinion the non-happy hour prices are a bit steep since the quantities aren't huge. But it's the perfect spot to just stop in for a few hours for an after-work treat."	0	1	0	0						
"4.5 starsAll around just awesome wine bar. It's a small, cool space and love the vibe. Decent selection of wine/beer/cocktails, and they have some bites, too. Good date place or to catch up with a friend."	0	0	0	1						
"I love this place! Staff are amazing, friendly , knowledgable. They do a selection of seasonal cocktails plus any regular bar drink. I'm not gonna lie, it'll be busy Saturday night but folks do there best to make sure everyone is served quickly, give it a look if you're in the area"	0	1	0	0						
Happy hour deals are amazing. I got high end delicious cocktails for $8 and then you get to a cheese or meat plate for $10 (get to choose 3 things per plate). My friend and I split a meat plate and a cheese plate which was plenty. Definitely going back.	1	0	0	0						
"I recently was here because of a lovely lesbian wedding that booked the place for their reception. That said I think it is unfair of me to fully judge this place as I was not here during normal hours of service. What I can say is that Frank the bartender is a hot piece (yes, I just said ""Hot piece"") and worth going to Wolf & Deer just to chat him up and have him service you all evening long!!! The decor is also really cute and albeit a very small venue I could imagine good times being had here if I were a resident of Park Slope. Oh! I don't know what they did to the Bellini I was drinking all afternoon but it was definitely be of the most delicious things to ever grace my lips! Hopefully I'll have a chance to go back, visit Frank, and give y'all the full 411 on what I expect is a delightful gem in Park Slope!Deliciously Living,Michael"	0	0	0	1						
"I went to Wolf & Deer last night for my birthday, and it was the best possible birthday ""dinner"" I could have. Of course, they mostly do charcuterie, but it's really great charcuterie. About 10 or 12 cheeses to choose from, and about 7 meats to choose from. Great happy hour deals and times, charming atmosphere, cute (and delicious) literary-themed cocktails. 10/10 would recommend. Will definitely be returning."	0	1	0	1						
"Ok drinks - horrible service .. Came early for happy hour (6pm) a not busy cold Thursday night, 2 girls behind the bar very slow! Ordered 2 cocktails got 1 then the other 7m after. Not even a smile!! Ordered 2nd round ; 1 being a glass of wine and deviled eggs. I ask the girl how much longer for the boiled eggs (waited over 20m) she's like ""I put the order in.. "" as I asked for the check the girl brought it to me (was done w my glass of wine) and told me the eggs are on the way and charged me for something I was not gonna eat. I had to point it out to her. Then she removed it from my check. Hipster spot for people who don't care for any kind of service! Bill for 4 drinks $40 & Bad service!!! Priced less!!! Will not recommend this place ever!!! Or return for that matter ... Bring me to a good coaktail bar in nyc any day then here :((( yelp you failed me !!! NO THANK. Can I leave a ---star ? 0 x 3 star."	0	1	0	0						
"I don't know why it took me 6 months to come here. Wolf & Deer is adorable, the bartenders are incredibly sweet, the atmosphere is awesome, and everything about it is almost pitch perfect. The happy hour deals for their signature cocktails make it even better.If the pear/egg white cocktail is still on the menu, give it a taste run. Will be back many, many times. A welcome addition to the Northern part of the Slope."	0	1	0	0						
"Gotta love the dollar oyster deal on Thursday and pretty decent happy hour. If you are looking for a place to drink, have some snack...you need to check out wolf and deer. The bartenders were low key and awesome. Nice place to have some drinks, enjoy the snacks and chill out."	0	1	0	0						
